file,"hgnc hits","on wp_all","on wp_hs","new wp_all","new wp_hs","new hits to wp_all","new hits only to wp_hs"
PMC3565105__zef0061228240001.txt,0,0,0,0,0,,
PMC3565315__ijms-14-01179f1.txt,0,0,0,0,0,,
PMC3565315__ijms-14-01179f2.txt,0,0,0,0,0,,
PMC3565434__nihms-273633-f0008.txt,0,0,0,0,0,,
PMC3566061__pone.0056025.g004.txt,0,0,0,0,0,,
PMC3566147__pone.0052088.g013.txt,22,14,2,8,12,R|J|U|L9|LP|UL|NTG|OR,L|SA|RN|S|IF|LU|Z|B|IP|H|OK|P
PMC3566170__pone.0054374.g008.txt,10,6,1,4,5,BTL|CELL|JNK|J,NAC|DYS|L|PARP|CAS
PMC3566487__zh40041306540008.txt,0,0,0,0,0,,
PMC3566645__nihms347889f7.txt,9,5,2,4,3,IPS|U|MYPT|R,L|P|Z
PMC3566969__1471-2164-14-37-7.txt,0,0,0,0,0,,
PMC3567686__zbc0091339080009.txt,0,0,0,0,0,,
PMC3567737__467fig6.txt,0,0,0,0,0,,
PMC3568388__nihms159497f7.txt,7,5,0,2,5,AROMATASE|J,H|OF|EP2|EP4|ND
PMC3569742__nihms-435607-f0006.txt,13,8,3,5,5,RANK|TMEM64|CA2|J|16,RANKL|DAP12|SERCA2|IP3R|ER
PMC3569903__tre-02-51-249-1-g001.txt,0,0,0,0,0,,
PMC3570029__nihms435969f6.txt,0,0,0,0,0,,
PMC3570895__fncel-07-00004-g0003.txt,2,2,1,0,1,,ERBB1
PMC3570922__ISRN.ENDOCRINOLOGY2013-472432.001.txt,0,0,0,0,0,,
PMC3571113__nihms-435869-f0001.txt,2,0,0,2,0,LCP|E,
PMC3572677__fonc-03-00022-g001.txt,2,2,0,0,2,,CD95|TRAIL
PMC3572906__nihms404901f3.txt,9,5,3,4,2,L1|R|E|II,L|R1
PMC3572966__pone.0056891.g005.txt,0,0,0,0,0,,
PMC3573097__pgen.1003253.g007.txt,12,8,4,4,4,RIOK2|J|RIOK1|CELL,PI3K|TORC2|X|SE
PMC3574110__pone.0056122.g004.txt,0,0,0,0,0,,
PMC3574187__nihms435041f8.txt,4,4,3,0,1,,B
PMC3575446__cc-12-202-g1.txt,2,2,1,0,1,,C-MYC
PMC3575576__fphys-04-00012-g0006.txt,4,3,2,1,1,E2A,H
PMC3578363__cshperspect-SIG-008904_F1.txt,2,2,0,0,2,,INK4|L
PMC3578760__pgen.1003315.g008.txt,3,2,0,1,2,TRE,Y|L
PMC3579325__fig-3.txt,0,0,0,0,0,,
PMC3579607__onc0011311900001.txt,2,1,1,1,0,II,
PMC3579804__pone.0057168.g001.txt,0,0,0,0,0,,
PMC3579806__pone.0057156.g004.txt,0,0,0,0,0,,
PMC3580779__CG-14-49_F3.txt,0,0,0,0,0,,
PMC3581421__zbc0131341090008.txt,0,0,0,0,0,,
PMC3582147__JCI67166.f1.txt,3,2,1,1,1,U,ENOS
PMC3582304__10.1177_1759720X12466608-fig2.txt,0,0,0,0,0,,
PMC3583082__IJE2013-317487.003.txt,0,0,0,0,0,,
PMC3583223__nihms-427572-f0004.txt,1,1,1,0,0,,
PMC3584578__IJO-40-04-1105-g03.txt,6,3,1,3,2,E|II|U87,L|B
PMC3584651__IJO-40-04-1259-g05.txt,3,3,2,0,1,,L
PMC3585227__pone.0056810.g007.txt,0,0,0,0,0,,
PMC3585591__PP_211854_f8.txt,0,0,0,0,0,,
PMC3586073__pone.0057541.g009.txt,2,0,0,2,0,IA|LA,
PMC3586350__1479-5876-11-39-8.txt,3,1,0,2,1,EL|J,L
PMC3587307__nihms404507f1.txt,4,1,0,3,1,E|INM|CELL,IN
PMC3587808__jcbfm2012174f1.txt,0,0,0,0,0,,
PMC3587990__ijms-14-02334f4.txt,0,0,0,0,0,,
PMC3587995__ijms-14-02431f3.txt,12,5,0,7,5,DAMAGE|SPON|VIN|U|E|ST|CELL,L|ON|CHK2|P53|SE
PMC3589551__nihms2731f2.txt,3,2,2,1,0,THETA,
PMC3589553__355fig3.txt,0,0,0,0,0,,
PMC3590201__pone.0057022.g001.txt,0,0,0,0,0,,
PMC3590201__pone.0057022.g002.txt,0,0,0,0,0,,
PMC3590201__pone.0057022.g003.txt,0,0,0,0,0,,
PMC3590361__12079_2012_184_Fig1_HTML.txt,4,3,0,1,3,DO,B|P|IN
PMC3590362__12079_2012_181_Fig1_HTML.txt,0,0,0,0,0,,
PMC3591436__pone.0053370.g006.txt,0,0,0,0,0,,
PMC3593087__nihms341773f3.txt,0,0,0,0,0,,
PMC3593803__nihms434906f1.txt,11,8,2,3,6,R|CELL|II,ERK|PI3K|ENOS|L|CO|Z
PMC3594115__nihms434903f1.txt,2,1,1,1,0,CELL,
PMC3594407__nihms-415061-f0008.txt,0,0,0,0,0,,
PMC3594740__CPPS-13-776_F1.txt,0,0,0,0,0,,
PMC3595309__cbt-14-262-g5.txt,2,2,0,0,2,,B|ON
PMC3595330__nihms-425860-f0005.txt,2,1,1,1,0,J,
PMC3597489__pntd.0002117.g004.txt,0,0,0,0,0,,
PMC3597511__pgen.1003362.g006.txt,1,1,0,0,1,,B
PMC3597535__pcbi.1002967.g008.txt,0,0,0,0,0,,
PMC3597812__zbc0151342630007.txt,0,0,0,0,0,,
PMC3599046__1471-2164-14-64-1.txt,0,0,0,0,0,,
PMC3599046__1471-2164-14-64-2.txt,0,0,0,0,0,,
PMC3599951__1748-717X-8-46-5.txt,0,0,0,0,0,,
PMC3600166__nihms114743f1.txt,0,0,0,0,0,,
PMC3600401__nihms-421160-f0013.txt,0,0,0,0,0,,
PMC3601157__onci-2-e22745-g1.txt,3,1,1,2,0,CELL|IL-8,
PMC3601818__elife00378fs003.txt,0,0,0,0,0,,
PMC3601827__nihms442827f5.txt,1,0,0,1,0,NE,
PMC3602389__nihms-440010-f0001.txt,2,1,0,1,1,RNS,ROS
PMC3602389__nihms-440010-f0002.txt,8,6,2,2,4,R|II,TYPE|MKK4|MKK3|SNO
PMC3602516__pone.0059045.g001.txt,1,1,1,0,0,,
PMC3602678__zh30051364090007.txt,2,2,1,0,1,,P
PMC3603002__nihms207342f6.txt,6,4,3,2,1,CELL|NG,DAG
PMC3603300__MI2013-720689.005.txt,2,2,0,0,2,,GAS|INOS
PMC3603375__ISRN.ONCOLOGY2013-924971.004.txt,0,0,0,0,0,,
PMC3604760__mbo0021314630001.txt,2,1,1,1,0,J,
PMC3605164__isl-4-359-g2.txt,2,2,0,0,2,,P|GLP-1
PMC3606047__nihms438583f1.txt,12,10,6,2,4,FOR|CELL,S|IN|OB|L
PMC3606104__1297fig3.txt,0,0,0,0,0,,
PMC3606625__nihms-357375-f0001.txt,9,8,5,1,3,CELL,B|TR|INOS
PMC3606632__1471-2164-14-195-6.txt,0,0,0,0,0,,
PMC3606804__OXIMED2013-306073.001.txt,2,1,0,1,1,II,B
PMC3606804__OXIMED2013-306073.002.txt,2,1,0,1,1,II,B
PMC3607076__fgene-04-00037-g004.txt,0,0,0,0,0,,
PMC3608394__nihms441874f6.txt,9,7,4,2,3,MA|R,POFUT1|L|B
PMC3608394__nihms441874f7.txt,3,3,1,0,2,,L|B
PMC3608916__fendo-04-00042-g002.txt,0,0,0,0,0,,
PMC3609045__prio-7-2-g5.txt,0,0,0,0,0,,
PMC3610211__2040-2392-4-5-1.txt,0,0,0,0,0,,
PMC3610942__pgen.1003414.g005.txt,3,2,0,1,2,LE,IN|REG
PMC3610942__pgen.1003414.g006.txt,0,0,0,0,0,,
PMC3611019__zbc0131341920006.txt,0,0,0,0,0,,
PMC3612391__nihms-431589-f0002.txt,4,2,0,2,2,CELL|SEA,B|TIP
PMC3612391__nihms-431589-f0003.txt,6,5,2,1,3,II,L|B|VEGFR2
PMC3612991__nihms423722f2.txt,17,13,8,4,5,E|R|ELF|ACTIVIN,B|PI3K|PERK|L|JH
PMC3613369__pone.0060299.g003.txt,0,0,0,0,0,,
PMC3613938__JCI69324.f1.txt,9,2,2,7,0,R|II|C1RL|PROL|OR|ROD|J,
PMC3614511__pbio.1001527.g008.txt,0,0,0,0,0,,
PMC3614825__IJBS-7-101_F2.txt,0,0,0,0,0,,
PMC3615581__zh70061338130002.txt,0,0,0,0,0,,
PMC3616967__ehp.1205659.g004.txt,6,4,0,2,4,E|J,GL|GR|SI|API
PMC3617064__nihms445882f4.txt,14,9,2,5,7,J|E|U|R|S9,B|C-RAF|ERK|L|LT|MEK|OF
PMC3617288__zbc0171344680008.txt,0,0,0,0,0,,
PMC3617635__2704f6.txt,0,0,0,0,0,,
PMC3618283__nihms451269f1.txt,2,1,1,1,0,J,
PMC3620498__pone.0060028.g007.txt,0,0,0,0,0,,
PMC3620549__1471-2148-13-76-1.txt,0,0,0,0,0,,
PMC3621011__nihms408962f1.txt,4,3,0,1,3,CELL,MEK|ERK|VEGF
PMC3621013__nihms437757f5.txt,7,7,4,0,3,,L|Y|CD45
PMC3621568__pjab-85-314-g001.txt,9,5,3,4,2,R|J|E|CELL,P|L
PMC3622756__nihms446473f8.txt,4,3,0,1,3,IDD,RKIP|MEK|ERK
PMC3623872__pone.0060881.g005.txt,0,0,0,0,0,,
PMC3624252__zmb9991099310009.txt,5,4,1,1,3,J,P|L|H
PMC3624394__zjv9990974730004.txt,0,0,0,0,0,,
PMC3624419__zbc0181345670008.txt,8,6,1,2,5,U|TP,CTF|Y|P|ERK|B
PMC3624693__fig-2.txt,6,5,3,1,2,R,PKD2|TNFA
PMC3625555__ECAM2013-548498.003.txt,7,5,1,2,4,E|R,L|NU|X|B
PMC3625703__nihms-452614-f0001.txt,2,1,0,1,1,NG,S
PMC3625980__nihms451081f7.txt,7,5,4,2,1,EBPL|NF-KB,LPS
PMC3626841__1752-0509-7-13-4.txt,0,0,0,0,0,,
PMC3627353__nihms434196f2.txt,0,0,0,0,0,,
PMC3628025__zee9991369840007.txt,0,0,0,0,0,,
PMC3628712__pone.0059733.g011.txt,7,6,2,1,4,R,OF|IN|PI3K|S
PMC3628745__peerj-01-49-g002.txt,8,7,5,1,2,RED,NFAT|IN
PMC3629228__pone.0061622.g002.txt,1,1,0,0,1,,B
PMC3629253__OL-05-04-1395-g04.txt,0,0,0,0,0,,
PMC3629553__nihms-442476-f0007.txt,5,2,0,3,2,GY|LIGHT|KAR,AC|P
PMC3629821__nihms-451469-f0006.txt,3,1,0,2,1,TXNIP|TUBE,VEGFR2
PMC3630382__gni-11-24-g010.txt,0,0,0,0,0,,
PMC3630829__3135f7.txt,0,0,0,0,0,,
PMC3632376__nihms-450723-f0007.txt,11,7,1,4,6,LFR|J|CELL|CA2,KOR|SNAP|FR|L|HL|MGF
PMC3632385__nihms455115f2.txt,8,7,4,1,3,E2,PI3K|ERA|P
PMC3632418__nihms432411f1.txt,14,12,6,2,6,J|CELL,LKB1|AMPK|PKB|IN|TUBERIN|4E-BP1
PMC3633414__nihms316126f3.txt,0,0,0,0,0,,
PMC3633528__nihms423991f1.txt,9,8,1,1,7,J,L|IGFI|RS|PKC|P38|P|RB
PMC3633809__z380051391980012.txt,3,3,1,0,2,,L|CT
PMC3633842__pone.0062845.g002.txt,0,0,0,0,0,,
PMC3633842__pone.0062845.g003.txt,1,1,0,0,1,,L
PMC3633842__pone.0062845.g004.txt,2,1,1,1,0,R,
PMC3633842__pone.0062845.g006.txt,0,0,0,0,0,,
PMC3634480__ijms-14-05036f7.txt,0,0,0,0,0,,
PMC3634503__ijms-14-05312f1.txt,0,0,0,0,0,,
PMC3634610__IRI-32-134-g002.txt,0,0,0,0,0,,
PMC3634610__IRI-32-134-g003.txt,0,0,0,0,0,,
PMC3634610__IRI-32-134-g004.txt,3,1,0,2,1,J|U,L
PMC3634610__IRI-32-134-g005.txt,2,0,0,2,0,J|E,
PMC3634825__pone.0061946.g002.txt,0,0,0,0,0,,
PMC3636053__1471-2164-14-35-3.txt,2,1,0,1,1,R,L
PMC3636084__pgen.1003482.g006.txt,0,0,0,0,0,,
PMC3636549__nihms460462f2.txt,6,3,2,3,1,UL|J|TP,ON
PMC3636761__fonc-03-00093-g001.txt,0,0,0,0,0,,
PMC3637970__nihms443292f1.txt,2,1,0,1,1,R,C-JUN
PMC3638350__neo1505_0472_fig005.txt,2,2,1,0,1,,MKK4
PMC3638576__ECAM2013-219472.006.txt,6,3,1,3,2,J|CELL|PROL,HER2|PI3K
PMC3639415__734fig8.txt,0,0,0,0,0,,
PMC3639942__pone.0062042.g007.txt,0,0,0,0,0,,
PMC3640078__pone.0061901.g007.txt,0,0,0,0,0,,
PMC3640382__marinedrugs-11-00316-g006.txt,0,0,0,0,0,,
PMC3640709__nihms-458472-f0001.txt,13,9,3,4,6,ST|J|E|REP,L|E4|Y|MEKK|MEK|ER
PMC3641099__pone.0062870.g001.txt,6,4,1,2,3,J|R,CO|L|X
PMC3642174__pone.0062218.g001.txt,4,3,1,1,2,CEL,S|L
PMC3644182__nihms402865f1.txt,4,2,0,2,2,TP|NF-KB,GMP|OF
PMC3644346__nihms-450062-f0006.txt,10,6,2,4,4,RSK2|II|NF-KB|CELL,MEK1|ERK2|S|AP-1
PMC3645653__ijms-14-06542f1.txt,0,0,0,0,0,,
PMC3646677__1756-8722-6-30-1.txt,4,3,1,1,2,R,IF|LT
PMC3647219__fonc-03-00108-g001.txt,0,0,0,0,0,,
PMC3647886__nihms454345f2.txt,3,3,0,0,3,,B|PGRN|S
PMC3648501__1742-4682-10-27-1.txt,0,0,0,0,0,,
PMC3648501__1742-4682-10-27-3.txt,0,0,0,0,0,,
PMC3648504__pone.0063674.g006.txt,2,1,1,1,0,TOF,
PMC3648641__nihms465394f1.txt,6,5,1,1,4,TMPRSS6,HJV|P6|P|HEP
PMC3650001__pgen.1003510.g009.txt,7,6,1,1,5,CELL,L|IP|PL|CAM|MLCK
PMC3650338__zjw0051344350003.txt,0,0,0,0,0,,
PMC3650458__emss-52503-f0003.txt,0,0,0,0,0,,
PMC3650620__fendo-04-00052-g004.txt,0,0,0,0,0,,
PMC3651307__1471-2407-13-219-1.txt,16,12,8,4,4,MY|CAML|J|FA,CAM2|TRAF6|IKK|C-REL
PMC3651907__nihms-398895-f0002.txt,0,0,0,0,0,,
PMC3652064__zh40101307420007.txt,0,0,0,0,0,,
PMC3652399__nihms-456111-f0001.txt,3,2,1,1,1,CNC,L
PMC3652647__WJBC-4-18-g007.txt,1,1,1,0,0,,
PMC3652760__1423-0127-20-26-1.txt,2,1,0,1,1,UI,L
PMC3652804__nihms134496f1.txt,0,0,0,0,0,,
PMC3653035__11064_2013_980_Fig2_HTML.txt,3,1,0,2,1,PCP|CA,L
PMC3653345__chest_143_5_1252_fig07.txt,0,0,0,0,0,,
PMC3653798__pbio.1001562.g007.txt,0,0,0,0,0,,
PMC3654375__nihms462306f2a.txt,6,3,0,3,3,R|E|INE,L|B|S
PMC3654375__nihms462306f3.txt,4,3,0,1,3,CELL,VEGFR2|MIG|NEU
PMC3654583__onci-2-e23566-g1.txt,4,2,0,2,2,TED|CELL,LN|ACT
PMC3655322__fonc-03-00123-g003.txt,0,0,0,0,0,,
PMC3655553__nihms264626f1.txt,10,6,1,4,5,SR|CA2|GIL|R,P38|MEK|ERK|Y|PI3K
PMC3655553__nihms264626f6.txt,6,5,2,1,3,CELL,L|ERK|OF
PMC3655867__2047-783X-18-12-2.txt,1,1,0,0,1,,TR
PMC3656027__cib-6-e24214-g1.txt,1,0,0,1,0,R,
PMC3656108__ppat.1003385.g007.txt,0,0,0,0,0,,
PMC3656715__nihms-455681-f0001.txt,2,2,1,0,1,,L
PMC3656973__nihms442961f7.txt,3,2,1,1,1,E,NER
PMC365712__zpq0080438690006.txt,1,0,0,1,0,CA2,
PMC3657316__nihms444128f3.txt,11,10,2,1,8,CELL,PC1|PC2|AC|LKB1|AMPK|P21|CAM|P
PMC3657461__PC2013-920612.001.txt,0,0,0,0,0,,
PMC3657461__PC2013-920612.003.txt,0,0,0,0,0,,
PMC3657461__PC2013-920612.004.txt,0,0,0,0,0,,
PMC3657702__fimmu-04-00121-g001.txt,0,0,0,0,0,,
PMC3659771__nihms468458f2.txt,10,8,2,2,6,CELL|NM,VEGF-A|PM|PKC|MEK|ERK|L
PMC3660562__pone.0064470.g003.txt,2,0,0,2,0,J|NG,
PMC3660694__12079_2012_186_Fig1_HTML.txt,0,0,0,0,0,,
PMC3661108__adip-2-61-g2.txt,2,1,0,1,1,RP105,X
PMC3662220__nihms345409f1.txt,6,5,2,1,3,LA,PI3K|L|MEK
PMC3663255__18_2012_1151_Fig1_HTML.txt,0,0,0,0,0,,
PMC3663521__zbc0251350330007.txt,0,0,0,0,0,,
PMC3663533__zbc0261350910008.txt,0,0,0,0,0,,
PMC3663770__1471-213X-13-15-1.txt,6,3,1,3,2,II|E|J,P|S
PMC3665261__OXIMED2013-763257.002.txt,0,0,0,0,0,,
PMC3666273__JL2013-890343.004.txt,0,0,0,0,0,,
PMC3666437__ECAM2013-510208.002.txt,0,0,0,0,0,,
PMC3666437__ECAM2013-510208.005.txt,3,2,0,1,2,II,CD|B
PMC3666582__nihms463723f7.txt,2,1,0,1,1,R,L
PMC3666883__zmb9991098360011.txt,0,0,0,0,0,,
PMC3667388__nihms465974f1.txt,6,5,3,1,2,R,L|DAP12
PMC3667651__nihms424679f3.txt,2,1,1,1,0,R,
PMC3667790__pone.0064088.g007.txt,0,0,0,0,0,,
PMC3668831__JCI67225.f1.txt,1,0,0,1,0,II,
PMC3668835__JCI67963.f4.txt,0,0,0,0,0,,
PMC3669032__1471-2164-14-282-6.txt,0,0,0,0,0,,
PMC3670000__fendo-04-00066-g003.txt,0,0,0,0,0,,
PMC3670237__jkst-1-143-g2.txt,7,4,1,3,3,R|E|J,GP130|L|PR
PMC3670240__jkst-1-168-g1.txt,0,0,0,0,0,,
PMC3670265__jkst-2-e22925-g1.txt,0,0,0,0,0,,
PMC3670292__jkst-1-125-g1.txt,2,1,0,1,1,IL-6,B
PMC3670293__jkst-1-131-g1.txt,5,2,1,3,1,DC|R|U,ALG
PMC3671203__fphys-04-00124-g001.txt,0,0,0,0,0,,
PMC3671288__fimmu-04-00130-g002.txt,0,0,0,0,0,,
PMC3671665__ECAM2013-748587.001.txt,0,0,0,0,0,,
PMC3672007__1471-2407-13-245-2.txt,0,0,0,0,0,,
PMC3672788__ar4162-6.txt,5,4,1,1,3,R,L|RANKL|P
PMC3674400__pct042f5p.txt,0,0,0,0,0,,
PMC3674457__bcj201315f7.txt,0,0,0,0,0,,
PMC3675375__1471-2156-14-28-1.txt,0,0,0,0,0,,
PMC3675894__nihms393899f1.txt,3,3,1,0,2,,L|ON
PMC3676112__zjv9990976970007.txt,3,1,0,2,1,MT|WIT,Y
PMC3676390__pone.0065027.g005.txt,0,0,0,0,0,,
PMC3676467__pone.0065448.g006.txt,0,0,0,0,0,,
PMC3676498__psb-8-e23316-g2.txt,2,0,0,2,0,LIGHT|EL,
PMC3676658__fig-3.txt,0,0,0,0,0,,
PMC3676754__ijms-14-08740f2a.txt,0,0,0,0,0,,
PMC3676795__ijms-14-09487f2.txt,0,0,0,0,0,,
PMC3676867__nihms195252f2.txt,7,7,1,0,6,,ER|L|GRP94|BIP|CRT|CHOP
PMC3678348__nihms470119f6.txt,6,4,3,2,1,DO|R,B
PMC3678388__nihms362811f1.txt,21,14,7,7,7,TOPBP1|CELL|CEP|CINP|FANCM|FAAP24|U,TRIP|L|OF|B|MLL|TEL2|STEP
PMC3678388__nihms362811f3.txt,1,0,0,1,0,BASE,
PMC3678438__ECAM2013-459467.009.txt,0,0,0,0,0,,
PMC3678724__nihms457387f1.txt,0,0,0,0,0,,
PMC3678733__nihms462970f1.txt,7,5,1,2,4,NPHP4|YAP,STK|MOB|L|ATS
PMC3678733__nihms462970f3.txt,0,0,0,0,0,,
PMC3678929__rmmj_2-2-e0043f1.txt,0,0,0,0,0,,
PMC3679036__pone.0066029.g011.txt,0,0,0,0,0,,
PMC3679038__pone.0065929.g007.txt,0,0,0,0,0,,
PMC3679471__fnins-07-00100-a0006.txt,0,0,0,0,0,,
PMC3679475__fendo-04-00071-g001.txt,0,0,0,0,0,,
PMC3680532__cc-12-1521-g6F__G.txt,8,7,3,1,4,R,B|RS|S|L
PMC3680918__bcr3232-6.txt,0,0,0,0,0,,
PMC3681479__oncotarget-03-1483-g001.txt,0,0,0,0,0,,
PMC3682211__emss-52952-f0007.txt,7,5,1,2,4,S6K1|CELL,OF|AMPK|HUR|4E-BP1
PMC3682584__zbc0291352880009.txt,0,0,0,0,0,,
PMC3683728__pnas.1305172110fig06.txt,0,0,0,0,0,,
PMC3684083__nihms459788f4.txt,0,0,0,0,0,,
PMC3684135__fig-1.txt,0,0,0,0,0,,
PMC3684622__nihms473465f4.txt,5,4,0,1,4,E,L|Y|RN|FY
PMC3684781__fpls-04-00204-g002.txt,0,0,0,0,0,,
PMC3685346__WO-17-20396-g001.txt,0,0,0,0,0,,
PMC3685413__nihms-349226-f0002.txt,5,3,1,2,2,MD|II,TR|MI
PMC3685590__nihms458790f9.txt,5,4,3,1,1,CELL,STE20
PMC3687803__nihms475212f5.txt,2,2,1,0,1,,SMOH
PMC3687869__NMJ-54-79-g002.txt,5,3,1,2,2,E|CELL,LAR|L
PMC3688827__pone.0065128.g006.txt,0,0,0,0,0,,
PMC3688948__pone.0066743.g007.txt,11,5,0,6,5,E|R|GO|U|LI|JN,L|LDP|MLC|H|Y
PMC3689941__zbc0291353420009.txt,0,0,0,0,0,,
PMC3690158__nihms463323f1.txt,5,5,3,0,2,,IN|LGR
PMC3690396__1223fig7.txt,1,1,0,0,1,,Y
PMC3690520__nihms481925f3.txt,2,1,0,1,1,NF-KB,OF
PMC3690525__gr7.txt,1,1,0,0,1,,L
PMC3690588__nihms478261f1.txt,1,1,0,0,1,,L
PMC3691184__pone.0066676.g005.txt,0,0,0,0,0,,
PMC3691204__pone.0066685.g001.txt,3,3,2,0,1,,HHIP
PMC3691323__pone.0066799.g006.txt,2,2,1,0,1,,L
PMC3691869__nihms443298f6.txt,4,4,2,0,2,,CIN85|C-CBL
PMC3692130__gkt451f1p.txt,0,0,0,0,0,,
PMC3692501__pone.0066268.g007.txt,0,0,0,0,0,,
PMC3693006__ijo-06-03-280-g004.txt,0,0,0,0,0,,
PMC3693466__nihms256433f1.txt,1,1,0,0,1,,B
PMC3694216__fpls-04-00215-g001.txt,0,0,0,0,0,,
PMC3694713__pc_112102_f10.txt,0,0,0,0,0,,
PMC3694812__pcbi.1003077.g001.txt,0,0,0,0,0,,
PMC3694890__pone.0067634.g008.txt,0,0,0,0,0,,
PMC3694976__pone.0067134.g010.txt,0,0,0,0,0,,
PMC3696549__JCI65859.f10.txt,0,0,0,0,0,,
PMC3696550__JCI66203.f6.txt,0,0,0,0,0,,
PMC3696710__cjcr-25-03-346-f1.txt,0,0,0,0,0,,
PMC3696739__nihms475406f3.txt,4,4,1,0,3,,PTHR1|IN|L
PMC3697618__zii9990901990007.txt,1,1,1,0,0,,
PMC3697781__bat047f2p.txt,5,3,1,2,2,E|NSL,PPAR|SAP
PMC3697781__bat047f3p.txt,2,0,0,2,0,JP|II,
PMC3697783__JAMC2013-951319.008.txt,0,0,0,0,0,,
PMC3697962__539fig2.txt,0,0,0,0,0,,
PMC3698152__1478-811X-11-43-1.txt,4,3,1,1,2,J,L|B
PMC3698421__535_2012_736_Fig10_HTML.txt,3,3,1,0,2,,OF|ON
PMC3700017__fig-4.txt,0,0,0,0,0,,
PMC3700945__bbi-7-2013-167f5.txt,0,0,0,0,0,,
PMC3701595__pone.0067880.g008.txt,1,1,0,0,1,,AC
PMC3702373__nihms436358f1.txt,4,1,0,3,1,E|J|CN,AC
PMC3703147__nihms484447f1.txt,1,0,0,1,0,IFNR,
PMC3703268__1471-2164-14-440-6.txt,0,0,0,0,0,,
PMC3703460__nihms469526f4.txt,0,0,0,0,0,,
PMC3704018__pnas.1221803110fig05.txt,0,0,0,0,0,,
PMC3704172__nihms483318f3.txt,5,3,2,2,1,IL-6|J,IKK
PMC3704220__nihms488608f1.txt,1,0,0,1,0,J,
PMC3704530__pone.0068451.g007.txt,5,4,1,1,3,E,B|CT|Z
PMC3705163__onc2012334f8.txt,2,1,0,1,1,E,EMT
PMC3705595__cdd201331f7.txt,1,1,0,0,1,,L
PMC3705708__nihms-490798-f0004.txt,7,4,1,3,3,J|NICAL|II,X|TYPE|RAM
PMC3706831__gm444-5.txt,0,0,0,0,0,,
PMC3706851__alzrt169-2.txt,0,0,0,0,0,,
PMC3708163__zjw0071344780001.txt,0,0,0,0,0,,
PMC3708179__zjw0071344920008.txt,0,0,0,0,0,,
PMC3708286__18_2012_1188_Fig2_HTML.txt,7,4,1,3,3,J|TC|R,PCL|GL|L
PMC3708595__nihms474972f4.txt,21,12,7,9,5,ALTE|RED|ACD|VHY|KAT6A|E|HLE|DAMAGE|G2,SWI|SHF|MLL3|L|S
PMC3708893__pone.0068983.g005.txt,0,0,0,0,0,,
PMC3710316__jkst-2-e23203-g1.txt,7,4,2,3,2,CELL|E|R,B|L
PMC371122__zmb0070416580007.txt,2,2,2,0,0,,
PMC3711309__zbc0321355500006.txt,1,1,1,0,0,,
PMC3711318__zbc0331355680010.txt,10,8,3,2,5,DAMAGE|G2,X|L|P|CHK1|P2
PMC3711356__f04_01.txt,0,0,0,0,0,,
PMC3711381__nihms-442491-f0001.txt,11,10,5,1,5,R,TRKB|L|MEK|ERK|MSK1
PMC3711381__nihms-442491-f0002.txt,5,5,3,0,2,,HTT|TRKB
PMC3711381__nihms-442491-f0003.txt,2,2,2,0,0,,
PMC3711797__1752-0509-7-59-4.txt,1,1,1,0,0,,
PMC3712008__1475-2867-13-66-2.txt,0,0,0,0,0,,
PMC3712008__1475-2867-13-66-3.txt,2,2,0,0,2,,P|ON
PMC3712061__2318fig7.txt,0,0,0,0,0,,
PMC3712174__roj-31-57-g001.txt,0,0,0,0,0,,
PMC3712869__nihms-214943-f0004.txt,0,0,0,0,0,,
PMC3715701__gr1.txt,1,0,0,1,0,TC,
PMC3718064__nihms490537f2.txt,6,5,1,1,4,LPC,ATX|L|ERK|P
PMC3718996__12035_2013_8429_Fig8_HTML.txt,0,0,0,0,0,,
PMC3719407__nihms480818f4.txt,0,0,0,0,0,,
PMC3719681__zmb9991000530012.txt,0,0,0,0,0,,
PMC3719824__zjv9990978860001.txt,7,4,1,3,3,R|RIG-I|RNASE,IFN|OAS|L
PMC3720582__pone.0069132.g001.txt,1,0,0,1,0,II,
PMC3720582__pone.0069132.g002.txt,0,0,0,0,0,,
PMC3722525__btt335f7p.txt,0,0,0,0,0,,
PMC3723114__nihms-485166-f0001.txt,1,1,0,0,1,,EMT
PMC3723343__nihms357082f2.txt,0,0,0,0,0,,
PMC3723343__nihms357082f3.txt,0,0,0,0,0,,
PMC3724517__nihms431868f4.txt,0,0,0,0,0,,
PMC3724785__pone.0070077.g007.txt,0,0,0,0,0,,
PMC3725164__1471-2172-14-30-1.txt,0,0,0,0,0,,
PMC3725503__nutrients-05-02231-g001.txt,0,0,0,0,0,,
PMC3726008__nihms484660f5.txt,11,6,4,5,2,CELL|FELL|JNK|HE|JP,PKC|VANGL2
PMC3726361__1471-2164-14-496-4.txt,0,0,0,0,0,,
PMC3726370__1479-5876-11-173-7.txt,0,0,0,0,0,,
PMC3726753__pone.0068985.g002.txt,0,0,0,0,0,,
PMC3726764__pone.0069668.g001.txt,1,0,0,1,0,CELL,
PMC3726964__ijcep0006-1493-f3.txt,7,4,2,3,2,NG|E|TRAITS,EMT|B
PMC3727099__zh40131307840002.txt,1,1,0,0,1,,AC
PMC3727838__bonekey2012111-f1.txt,1,1,0,0,1,,MI
PMC3727952__1471-2164-14-503-1.txt,0,0,0,0,0,,
PMC3728089__pone.0070338.g005.txt,0,0,0,0,0,,
